text,product,target,clean
÷¼ We love 2 entertain youÛ_Please donÛªt be grateful! ÷_ {link} ã_ #edchat #musedchat #sxsw #sxswi #classical #newTwitter,,1,love entertain please grateful link edchat musedchat sxsw sxswi classical newtwitter
Less than 2 hours until we announce the details on the iPad 2 giveaway! #SXSW #SXSWi,,1,le hour announce detail ipad giveaway sxsw sxswi
"I'm up to 2 iPad 2s seen in the wild. Both people say it is fast, but the still pics are terrible. #sxsw",iPad,0,ipad seen wild both people fast still pic terrible sxsw
(The iPad 2 queue at #sxsw of course,,1,ipad queue sxsw course
The #iPad 2 Takes Over #SXSW [VIDEO] /by @mention {link},iPad,2,ipad take over sxsw video link
many iPad 2's snapping away at the keynote slides! #sxsw,iPad,2,many ipad snapping away keynote slide sxsw
Apple has 200M users' credit cards sync'd with iTunes for one click purchase. . #winning #sxsw,,1,apple user credit card sync itunes click purchase winning sxsw
Having my 2nd cocktail &quot;Texas Snowflake&quot;  ( @mention google it!!) at the #CNNGrill #SxSw,,1,having cocktail quot texas snowflake quot google cnngrill sxsw
New Post: 3 iPhone Apps We'll Be Using at South By Southwest Interactive {link} #SXSW #SXSWi,iPad or iPhone App,2,post iphone apps using south southwest interactive link sxsw sxswi
New Post: 3 iPhone Apps We'll Be Using at South By Southwest Interactive #SXSW #SXSWi {link},,1,post iphone apps using south southwest interactive sxsw sxswi link
sweet new 3-d google maps demo going on in ballroom D #SXSW,Other Google product or service,2,sweet google map demo going ballroom sxsw
More than 35 million miles per day are driving with Google Maps Navigation! #SXSW,Other Google product or service,2,more million mile driving google map navigation sxsw
rt ' It's 4 p.m. and the #iPad2 line at the Apple store is longer and wider ÛÒ about 250 people! Only one more hour. ' #sxsw,,1,ipad line apple store longer wider people only hour sxsw
"U = smart 4 packing an extra :) RT @mention On my way to sunny Austin for #sxsw! Extra iPhone in stow, just in case. @mention @mention",,1,smart packing extra sunny austin sxsw extra iphone stow case
"Wonder if 4sqwill attempt to block GoWalla cross-checkins, the way Facebook blocked Google's contacts connections.  #sxsw #lbsWars",,1,wonder sqwill attempt block gowalla cross checkins facebook blocked google contact connection sxsw lbswars
#SXSW day 5 at the #apple store and there's still a line...and growing {link},Apple,2,sxsw apple store still line growing link
"Check out 5 Steps to Bulletproof UX Strategy at SXSW
{link} #SXSW #rhjr_ux5  {link}",,1,check step bulletproof strategy sxsw link sxsw rhjr link
"Wandering 6th street with the girls. Stopped for ceviche, mojitos, apple juice &amp; ice cream. #sxsw",,1,wandering street girl stopped ceviche mojitos apple juice cream sxsw
"If you're a band at #SXSW and want to share a track with your Audience from stage, use FrostWire for Android if there's Wi-Fi available",Android App,2,band sxsw want share track audience stage frostwire android available
We've got a busy week ahead: Our new book on #Google Apps will be available on Amazon &amp; we're attending #SXSW,,1,busy week ahead book google apps available amazon attending sxsw
"I believe a few went to Aussies at #sxsw RT @mention iPad 2 Sold Out, 70% Went to New Buyers [REPORT] - {link}",,1,believe went aussie sxsw ipad sold went buyer report link
ÛÏ@mention A Google Spreadsheet of over 270 parties at #SXSW this year O_O {link} @mention Plan on going to #SXSW Party on,,1,google spreadsheet party sxsw year link plan going sxsw party
"There was a guy in line for Apple's pop-up store on Sixth Street in Austin. &quot;I'm that guy,&quot; he told me. #sxsw",,1,there line apple store sixth street austin quot quot told sxsw
if u have a iPhone you don't need a car'-use zimride etc to share rides #sxsw #shareable,iPad or iPhone App,2,iphone need zimride share ride sxsw shareable
"I've seen a lot of tablets here, every single one of them is an iPad. #SXSW",,1,seen tablet every single ipad sxsw
Receiving a lot of @mention messages telling me I'm sexy in response to my post looking to meet fellow Christian iPhone devs at #sxsw,,1,receiving message telling sexy response post looking meet fellow christian iphone devs sxsw
Picked up a Mophie battery case 4 my iPhone in prep for #SXSW. Not lugging around a laptop &amp; only using my phone was a huge win last year.,iPhone,2,picked mophie battery case iphone prep sxsw lugging around laptop using phone huge last year
"Now thats a NEWS :P RT@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",,1,thats news google launch major social network called circle possibly today link sxsw
"Just took a piss at the trade show, iPad in one hand, iPhone in the other. Pissing. I am KIIIIIILLING it right now. #sxsw",,1,just took piss trade show ipad hand iphone pissing kiiiiiilling right sxsw
"Not to be a rumor monger, but this was a good read å_ #Google #Circles preview @mention #sxsw {link} by @mention via @mention #socbiz #fb",Other Google product or service,2,rumor monger good read google circle preview sxsw link socbiz
HOBO WITH A SHOTGUN iPhone game {link} #sxsw,,1,hobo with shotgun iphone game link sxsw
Hobo with A Shotgun video game coming to iPad/iPhone users?! Yes please! {link} #SXSW,iPad or iPhone App,2,hobo shotgun video game coming ipad iphone user please link sxsw
build out a store in less than 24 hours and have one of the biggest launches in this company's history?  we got this.  #apple #sxsw #ipad2,Apple,2,build store le hour biggest launch company history apple sxsw ipad
Just took a survey on iPhone while in Starbucks line. Got a free Starbucks gift card. Instant research. Instant gratification. #sxsw #gsdm,,1,just took survey iphone starbucks line free starbucks gift card instant research instant gratification sxsw gsdm
Apple has a temporary Retail Store in Austin for the iPad 2 release today. Opens at 5pm. #SXSW #SXSWi #ipad2,,1,apple temporary retail store austin ipad release today open sxsw sxswi ipad
Just read about #GroupMe at #SXSW...sounds like an incredible app. Is it available for Android phones yet?,iPad or iPhone App,2,just read groupme sxsw sound like incredible available android phone
Wondering about Circles? &gt; Google to reveal a new social network at #SXSW {link},,1,wondering circle google reveal social network sxsw link
"google is about search, but local' marissa mayer #sxsw",,1,google search local marissa mayer sxsw
Wondering about street closures during SXSW? We made a Google Map to show you: {link} #sxsw #austin,,1,wondering street closure sxsw made google show link sxsw austin
Is Google about to have another go at social with &quot;Google Circles&quot;? #sxsw #google,,1,google another social quot google circle quot sxsw google
Questions about what's inside the iPad 2? Fire them my way. #sxsw,,1,question inside ipad fire sxsw
Paraormal activity: Sanctuary iphone game. Sketching your AR experience. Interactivity through &quot;magic lense&quot; #EduAR #sxsw,,1,paraormal activity sanctuary iphone game sketching experience interactivity quot magic lense quot eduar sxsw
Apple IIe ad in the '85 SI swimsuit issue at a garage sale #sxsw {link},,1,apple swimsuit issue garage sale sxsw link
Flipboard Adds Instagram Photos and Social Search [Apps] {link} #Apple #SocialSearch #SXSW,,1,flipboard add instagram photo social search apps link apple socialsearch sxsw
Spent the aftrnoon on a frozen lake photographing my brother Scott &amp; the @mention team. Catch them at #SXSW ths weeknd.  {link},,1,spent aftrnoon frozen lake photographing brother scott team catch sxsw weeknd link
"If iPhone alarms botch the timechange, how many #SXSW'ers freak? Late to flights, missed panels, behind on bloody marys...",iPhone,0,iphone alarm botch timechange many sxsw freak late flight missed panel behind bloody mary
Shouts to all the ladies holding up their iPad 2's at free #sxsw shows to take photos while sipping free beer. /cc: @mention,iPad,2,shout lady holding ipad free sxsw show take photo sipping free beer
"Dj hoodie allen, with all due respect, you should probably make your way back to google #sxsw",,1,hoodie allen respect probably make back google sxsw
I meant I also wish I  at #SXSW #dyac stupid iPhone!,iPhone,0,meant also wish sxsw dyac stupid iphone
"Just what America needs. RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",,1,just america need google launch major social network called circle possibly today link sxsw
Audioboo: American Dream or Bust {link} #iPad #sxsw #bum #begger #us #socialart #Documentally,,1,audioboo american dream bust link ipad sxsw bum begger socialart documentally
Skifta is an app-based media shifting service that turns your Android phone into a ...  #sxsw #mashable #sxswi {link},,1,skifta based medium shifting service turn android phone sxsw mashable sxswi link
Rumors of an Apple store opening for #SXSW at 6th &amp; Congress. All signs point to yes! {link},Apple,2,rumor apple store opening sxsw congress sign point link
What does an Apple security guy after he locks up the store..... #sxsw - {link},,1,what apple security lock store sxsw link
What does an Apple security guy after he locks up the store..... #sxsw - The Realtime SXSW S... {link} curated by @mention,,1,what apple security lock store sxsw realtime sxsw link curated
How I got an iPad 2 during #SXSW!  {link} cc @mention,,1,ipad sxsw link
picked up an ipad 2 at the #sxsw pop up  apple store! only 15 minute wait!,iPad,2,picked ipad sxsw apple store minute wait
Brilliant and enlightening game mechanics presentation by @mention from Google #SXSW,Google,2,brilliant enlightening game mechanic presentation google sxsw
GSD&amp;M and Google.....sitting in a tree {link} #sxsw #gsdm,,1,google sitting tree link sxsw gsdm
@mention  and here's a pic of you winning your ipad! #unsix #sxsw cc @mention @mention  {link} (cont) {link},,1,winning ipad unsix sxsw link cont link
My iPhone and I are both VERY thirsty! #sxsw (@mention Chevy Volt Lounge w/ 16 others) {link},,1,iphone very thirsty sxsw chevy volt lounge others link
My iPhone and I are both VERY thirsty! #sxsw (@mention Chevy Volt Lounge w/ 16 others) {link} {link},,1,iphone very thirsty sxsw chevy volt lounge others link link
"I came in and left #sxsw with my iPhone playing the same song, chosen at random: Skream's Listening to the Records on my wall. Appropriate.",,1,came left sxsw iphone playing song chosen random skream listening record wall appropriate
marketing and sales GENIUS: {link} #Apple #SXSW,Apple,2,marketing sale genius link apple sxsw
"Arduino + android = Flaming skulls  {link} Refrigerator Speaks , Salon K, 3:30pm @mention @mention #sxsw #smartthings",,1,arduino android flaming skull link refrigerator speaks salon sxsw smartthings
Reminder: Android and Chrome TTS talk @mention 1 PM today!  {link}  #sxsw,,1,reminder android chrome talk today link sxsw
iPad 2 vs Android vs The World : Panel at #SXSW today 3:30PM by @mention {link},,1,ipad android world panel sxsw today link
"Backupify Announces CloudSight Search, the First Searchable Archive Solution for Social Media and Google Apps #SXSW #SXSWi {link}",,1,backupify announces cloudsight search first searchable archive solution social medium google apps sxsw sxswi link
Google is announcing a social network &quot;Circles&quot; (via #SXSW tweets). Interesting. Myopia will cause Buzz jokes. But this is interesting.,,1,google announcing social network quot circle quot sxsw tweet interesting myopia cause buzz joke interesting
"Do I need any more for #sxsw! ipad, iphone, laptop, dictaphone, vid.camera.... Wow! Love to  meet the REAL 'cerebellum' charged people:)",iPhone,2,need sxsw ipad iphone laptop dictaphone camera love meet real cerebellum charged people
Did u see anything on Google's Circles at the #sxsw? @mention @mention,,1,anything google circle sxsw
The #SXSW app for my iPhone is ridiculous. It's my personal planner for the next 5 days.,iPad or iPhone App,2,sxsw iphone ridiculous personal planner next day
Our #sxsw app is now on #android :D huge props to @mention @mention @mention &amp; @mention Get it now: {link},,1,sxsw android huge prop link
